"","CollectionSite","DataUpload?(Initial)","ProcessedBy","DatePlanted","PlanterType","CollectionDate","Species","TagID","Condition","Mass(g)","Width(mm)","totallength(cm)","plumulelength(cm)","hypocotyllength(cm)","HypocotylColor","Roots(Y/N)","Float(Y/N)","NOTES","PartofSomething(C=CommunityEvent,N=nothing,E=experiment,MIC=mangrovesintheclassroomorstormstrongplant)","PlantName","CollectionDateParsed","CollectionYear","CollectionMonth","CollectionDay","Island","Lat","Long"
"1364","Oasis Cove","HH","AJH, AND, KWG","05-20-21","N/A","04-16-21","RHMA","136","S",15.92,"11.37","25.9","1.7","24.3","OlGr","N/A","Y",NA,"N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1365","Oasis Cove","HH","AJH, AND, KWG","05-20-21","N/A","04-16-21","RHMA","137","S",5.05,"8.46","13.7","0.6","13.1","BrGr","N/A","Y",NA,"N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1366","Oasis Cove","HH","AJH, AND, KWG","05-20-21","N/A","04-16-21","RHMA","138","S",6.35,"6.65","17.5","N/A","14.2","BrGr","N/A","N",NA,"N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1367","Oasis Cove","HH","AJH, AND, KWG","05-20-21","N/A","04-16-21","RHMA","139","S",2.87,"7.66","9.9","0.2","9.5","BrGr","N/A","N",NA,"N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1368","Oasis Cove","HH","AJH, AND, KWG","05-20-21","N/A","05/07/2021","RHMA","140","H",10.72,"10.47","22.5","1.2","21.4","OlGr","N/A","Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1369","Oasis Cove","HH","AND, KWG, ZR","05-20-21","N/A","05/07/2021","RHMA","141","H",14.7,"11.08","25.1","1.4","24","OlGr","N/A","Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1370","Oasis Cove","HH","AND, KWG, ZR","05-20-21","N/A","05/07/2021","RHMA","142","H",12.92,"10.54","25.5","1.3","24.2","BrGr","N/A","Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1371","Oasis Cove","HH","AND, KWG, ZR","05-20-21","N/A","05/07/2021","RHMA","143","S",14.76,"10.29","27.2","1.2","26.2","BrGr","N/A","Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1372","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","1","H",7.62,"9.38","18.1","1","17.1","OlGr","Y","Y",NA,"N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1373","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","2","H",32.67,"18.02","39.1","0.5","38.9","OlGr","Y","Y","plum damage, tip broken off","N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1374","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","3","S",9.82,"9.3","23.9","1.8","22.7","BrGr","Y","Y","gauge @ top of brown hypo tip","N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1375","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","4","H",6.96,"9.01","18","1.1","16.8","BrGr","Y","Y",NA,"N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1376","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","5","H",20,"11.99","26.8",NA,"26.7","OlGr","Y","Y","film over Br hypo tip, no plumule","N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1377","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","6","H",16.81,"11.32","27","1.4","29.5","OlGr","Y","Y","nick in rooting tip","N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1378","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","7","H",18.85,"10.97","31",NA,"26.9","OlGr","Y","Y","film on Br hypo","N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1379","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","8","H",26.89,"12.96","37.5","1.8","35.6","OlGr","Y","Y","gauge, nicks on hypo, seem / scratch ~ 18.2 cm up the hypo from Br tip to Gr","N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1380","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","9","H",17.63,"11.86","28.7","1.5","27.1","OlGr","Y","Y",NA,"N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1381","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","10","H",8.46,"9.75","20.5",NA,"19.2","OlGr","Y","Y","plum broken off, hypo 1/2 Br @ top","N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1382","Oasis Cove","ST","AJH, AND, KWG","05/11/2021","N/A","4/16/2021","RHMA","11","H",19.73,"11.32","33.1","1.1","30.8","BrGr","Y","Y",NA,"N",NA,2021-04-16,"2021","04","16","St. Thomas",18.320665,-64.867323
"1383","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","215","H",14.73,"10.07","26.5","1.3","25.2","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1384","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","216","H",4.46,"7.89","14","0.3","13.7","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1385","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","217","S",19.74,"11.1","31.7","1.2","30.4","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1386","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","218","H",19.75,"10.48","32.8","1.5","31.2","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1387","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","219","H",9.38,"9.19","20.1","1.1","19","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1388","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","220","H",14.34,"11.56","23.1","1.5","21.5","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1389","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","221","H",29.6,"12.27","35","1.4","33.5","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1390","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","222","H",22.18,"11.22","33.2","1.5","31.9","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1391","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","223","H",15.36,"10.01","26.3","1.2","25.1","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1392","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","224","H",19.76,"10.15","34.3","1.4","32.8","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1393","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","225","H",17.6,"10.23","31.6","1.4","30.3","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1394","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","226","H",17.81,"12.15","22.9","1.2","21.6","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1395","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","227","H",18,"11.05","28.1","N/A","28.1","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1396","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","228","H",18.06,"10.41","28.2","1.3","27","Br",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1397","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","229","H",15.53,"10.69","28.2","1","27.2","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1398","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","230","H",13.9,"10.11","27.1","1.4","25.7","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1399","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","231","H",18.49,"10.79","31.5","1.4","30","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1400","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","232","H",17.39,"10.85","29.2","1.5","27.6","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1401","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","233","H",17.74,"10.21","29.7","1.3","28.2","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1402","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","234","H",10.13,"9.76","23.1","1.3","21.6","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1403","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","235","H",13.39,"9.95","24.6","1.5","23.1","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1404","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","236","H",18.4,"11.27","27.6","N/A","27.6","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1405","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","237","H",24.12,"11.17","33.8","1.3","32.5","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1406","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","238","H",9.6,"10.29","20.2","1.3","19","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1407","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","239","H",10.17,"14.9","26.1","1.4","25","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1408","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","240","H",13.33,"10.15","25.6","1.3","24.3","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1409","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","241","H",7.74,"9.4","17.9","1.1","16.9","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1410","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","242","H",14.53,"10.58","27.5","1.4","26.4","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1411","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","243","H",12.39,"10.54","24.7","1.4","23.4","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1412","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","244","H",18.88,"11.99","30.4","1.4","29.1","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1413","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","245","H",17.12,"10.44","31","1.3","29.9","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1414","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","246","S",11.43,"9.32","28.1","1.5","26.6","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1415","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","247","H",10.2,"9.13","23.5","0.3","23.2","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1416","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","248","H",20.85,"12.07","31.5","1.1","30.3","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1417","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","249","S",24.51,"11.89","37.2","1.4","35.8","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1418","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","250","H",16.1,"11.04","28.2","1.3","27","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1419","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","251","H",14.4,"11.3","25.6","1.2","24.4","Br-OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1420","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","252","H",16.96,"10.94","31.3","1.5","29.9","BrGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1421","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","253","H",22.15,"13.25","28.2","1.6","26.7","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1422","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","254","H",15.11,"11.03","27.3","N/A","27.3","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1423","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","255","H",20.56,"12.26","28.5","0.5","28","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1424","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","256","S",9.24,"8.23","24.2","N/A","24.2","Br-OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1425","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","257","H",14,"10.25","26.8","1.3","25.6","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1426","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","258","H",28.84,"12.05","37.3","1.7","35.7","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1427","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","259","S",7.57,"7.94","25.2","1.4","24","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1428","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","260","H",14.45,"9.37","30.1","1.1","29.2","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1429","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","261","H",24.73,"13.19","31.9","1.8","30.2","Br-OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1430","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","262","H",11.58,"9.18","24.7","1.2","23.5","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1431","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","263","H",12.96,"8.96","26.3","1.3","25.1","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1432","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","264","H",19.17,"9.56","39.1","1.7","37.5","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1433","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","265","H",14.12,"10.79","27","1.3","25.7","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1434","Oasis Cove","SC","AJH, AND","5/24/2021","N/A","05/07/2021","RHMA","266","H",19.63,"11.43","29.5","1.6","27.8","OlGr",NA,"N",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"1435","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3042","H",15.61,"10.4","26.2","1.2","25","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1436","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3043","H",20.49,"11.9","28.9","1.7","27.2","G","N","N","BUMPY ROOTING TIP","N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1437","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3044","H",17.5,"10.6","29.2","1.5","27.7","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1438","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3045","H",9.52,"12.3","28.6","1.5","27.1","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1439","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3046","H",15.87,"11","21.8","1.7","22","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1440","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3047","H",16.43,"12.3","21.1","1","21.6","G","Y","Y",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1441","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3048","H",16.97,"11.8","21.5","1.4","22.5","G","Y","Y",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1442","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3049","H",13.8,"12","17.3","1.3","16","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1443","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3050","H",13.17,"8.1","30.3","1.5","28.8","G","N","N","BUMPY ROOTING TIP","N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1444","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3051","H",20.73,"13.9","23.4","1.4","22","G","N","N","BUMPY ROOTING TIP/ BITE MARK/ SNAIL EGGS","N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1445","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3052","H",10.54,"9.9","21","1","20","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1446","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3053","H",23.66,"12.3","33.1","1.5","31.6","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1447","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3054","H",13.09,"11.2","21.2","1.3","19.9","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1448","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3055","H",10.52,"9.9","21.8","1.3","20.5","G","N","N","PLUM DEAD","N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1449","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3056","H",18.52,"2.3","24.6","1.6","23","G","Y","N","HERBIV","N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1450","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3057","H",14.67,"1.6","24.7","1.1","23.6","G","N","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1451","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3058","H",8.8,"0.7","19","1.1","17.9","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1452","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3059","H",6.58,"9.9","14.3","1.3","13","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1453","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3060","H",24.34,"12.8","30.7","1.2","29.5","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1454","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02-22-23","RHMA","3062","H",23.34,"14","24.5","1","23.5","G","Y","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"1455","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3063","H",11.83,"7.5","22.2","1.4","20.8","G","Y","Y",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1456","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3064","H",18.77,"13.4","23.5","1.6","21.9","G","Y","N",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1457","Oasis Cove",NA,"AJH, AND, KWG",NA,"3""","09/01/2022","RHMA","2139","H",15.91,"11.2","26","1.6","24.4","G","Y","N",NA,"N",NA,2022-09-01,"2022","09","01","St. Thomas",18.320665,-64.867323
"1458","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3066","H",9.33,"7.9","20.1","1.3","18.8","G","Y","Y",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1459","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3067","H",9.61,"7.5","18.9","1","17.9","G","Y","Y",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1460","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3068","H",10.97,"7.6","22.1","1.5","20.6","G","Y","Y",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1461","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3069","H",10.39,"6.9","23.6","1.1","22.5","G","Y","Y",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1462","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3070","H",24.57,"13.8","27","1","26","G","Y","Y",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1463","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3071","H",9.93,"7.2","19.4","1.4","18","G","Y","Y",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1464","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3072","P",22.79,"13.9","29.9","1.9","28","G","Y","Y",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1465","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3073","H",21.34,"12.6","33.5","2","31.5","GB","Y","Y",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1466","Oasis Cove","DIRECT INPUT","AJH, KWG",NA,"3""TP","02/09/2023","RHMA","3074","H",14.66,"11","27","1.5","25.5","G","Y","Y",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1467","Oasis Cove","DIRECT INPUT","AJH, AND",NA,"3""TP","02/09/2023","RHMA","3075","S",32.53,"15.6","31","1.5","29.5","G","Y","N",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1468","Oasis Cove","DIRECT INPUT","AJH, AND",NA,"3""TP","02/09/2023","RHMA","3076","H",17.81,"13.3","23.8","1.3","22.5","G","Y","N",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1469","Oasis Cove","DIRECT INPUT","AJH, AND",NA,"3""TP","02/09/2023","RHMA","3077","H",22.95,"12.9","32.5","1.4","31.1","G","Y","N",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1470","Oasis Cove","DIRECT INPUT","AJH, AND",NA,"3""TP","02/09/2023","RHMA","3078","H",17.8,"10.9","33.7","1.6","32.1","G","Y","N",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1471","Oasis Cove","DIRECT INPUT","AJH, AND",NA,"3""TP","02/09/2023","RHMA","3079","S",14.17,"10.5","26.9","1.4","25.5","GB","Y","N",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
"1472","Oasis Cove","DIRECT INPUT","AJH, AND",NA,"3""TP","02/09/2023","RHMA","3080","S",18.17,"12.1","30.8","1.3","29.5","BG","Y","N",NA,"N",NA,2023-02-09,"2023","02","09","St. Thomas",18.320665,-64.867323
